ResourceID,Administrative Subdivision Name,Administrative Subdivision Type,Copyright Description,Copyright Type,Date of Publication,Description,Description Type,External Identifier Type,External Source,External XRef,Geometry Qualifier,Information Carrier,Information Carrier Format Type,Information Resource Creation From Date,Information Resource Creation To Date,Information Resource Creator,Information Resource Type,Keyword,Language_Type,Place Description,Spatial Coordinates Geometry,Temporal Coverage Timespan,Title,Title Type
37f43616-09ad-4c7d-b97d-bf3e9fd27d32,,,,,,View into burial chamber (E) from main chamber (C). Wooden shoring on the right supports fragile internal wall; white plaster was spread liberally over ceiling rock in an attempt to prevent rock fall.,Primary,,Original File Name,EGY.QV.t33.03.07Feb.JBell.d.jpg,,/files/uploadedfiles/QV33_image_2.jpg,JPEG,,,,Still Image,,,,,,QV33_image_2,Primary
396e2ff6-67ad-451e-b102-20172abd32ee,,,,,,Heat alteration in corridor (C) has changed the cartouche background from yellow to orange to red.  Only the upper half of this cartouche has been heat-altered.,Primary,,Original File Name,EGY.QV.2006DEC.t51.67.LWong.d.jpg,,/files/uploadedfiles/QV51_image_7.jpg,JPEG,,,,Still Image,,,,,,QV51_image_7,Primary
3a293f6d-0024-48a1-82e0-2a9a11057500,,,,,,,,,Original File Name,QV 41 sheet2.CEDAE labels.jpg,,/files/uploadedfiles/QV41_TMP_drawing_2.jpg,JPEG,,,,Still Image,,,,,,QV41_TMP_drawing_2,Primary
3a2b127b-db7e-44c3-bab0-f0faa0ff9da8,,,,,,Possible intentional damage of figures can be seen in the burial chamber (E).,Primary,,Original File Name,EGP.08Feb.t42.07.MDemas.jpg,,/files/uploadedfiles/QV42_image_6.jpg,JPEG,,,,Still Image,,,,,,QV42_image_6,Primary
3a65b893-960f-4584-a15f-f4039cb00340,,,,,,Debris and trash have accumulated at base of shaft.,Primary,,Original File Name,EGY.QV.t18.2.05Jan.DMyers.jpg,,/files/uploadedfiles/QV18_image_2.jpg,JPEG,,,,Still Image,,,,,,QV18_image_2,Primary
3b4ff56f-3276-46ab-af74-423d5eceb7cd,,,,,,,,,SurveyLA ID,5fa3e726-24ac-4d1d-8f5a-7842375e831f.jpg,,/files/uploadedfiles/5fa3e726-24ac-4d1d-8f5a-7842375e831f.jpg,JPEG,,,,Still Image,,,,,,John Sowden House - PHOTO,Primary
3beda70c-f2da-4378-8047-0a2f5815e9f6,,,,,,"Chamber (C), looking towards the entrance. Debris and large stones fill the chamber",Primary,,Original File Name,Egy.QV.t62.06.08Jan.JBell.d.jpg,,/files/uploadedfiles/QV62_image_2.jpg,JPEG,,,,Still Image,,,,,,QV62_image_2,Primary
3ca963ac-c663-4b5c-a6ca-666f9fcc9e66,,,,,,"Brown staining on rear wall, perhaps due to bats",Primary,,Original File Name,Egy.QV.t64.08.08Jan.SCA-GCI.d.jpg,,/files/uploadedfiles/QV64_image_2.jpg,JPEG,,,,Still Image,,,,,,QV64_image_2,Primary
3ccd1ae6-3232-497f-9bc5-09b2b0bc49e3,,,,,,,,,SurveyLA ID,e3a48be6-7d00-48f7-8aaf-2bbde54b369c.jpg,,/files/uploadedfiles/e3a48be6-7d00-48f7-8aaf-2bbde54b369c.jpg,JPEG,,,,Still Image,,,,,,Pascual Marquez Family Cemetery - PHOTO,Primary
3d354136-cdc2-4e19-a589-5d1ae4568501,,,,,,,,,Original File Name,QV 51 sheet2.CEDAE labels.jpg,,/files/uploadedfiles/QV51_TMP_drawing_2.jpg,JPEG,,,,Still Image,,,,,,QV51_TMP_drawing_2,Primary
3dd41a04-c3fd-477e-874b-b0b12edfdc4a,,,,,,,,,SurveyLA ID,cbf40ae7-d00d-496e-a55f-5deab476fe9b.JPG,,/files/uploadedfiles/cbf40ae7-d00d-496e-a55f-5deab476fe9b.JPG,JPEG,,2012-08-13,Historic Resources Group,Still Image,,,,,,Platform House Historic District - PHOTO,Primary
3df487d5-d1bd-4807-ae33-e3b5c4db8940,,,,,,Chamber (C) of QV68.,Primary,,Original File Name,EGY.QV.2006DEC.t68.30.LWong.d.jpg,,/files/uploadedfiles/QV68_image_4.jpg,JPEG,,,,Still Image,,,,,,QV68_image_4,Primary
3e473155-528a-466b-8154-0d1f152db089,,,,,,,,,Original File Name,QV 80 sheet4.CEDAE labels.jpg,,/files/uploadedfiles/QV80_TMP_drawing_4.jpg,JPEG,,,,Still Image,,,,,,QV80_TMP_drawing_4,Primary
3f42a819-81a0-48ad-a0ed-f13dbf313e68,,,,,,,,,SurveyLA ID,cf7ed4bd-b720-496c-8ed5-80ff8a18671c.jpg,,/files/uploadedfiles/cf7ed4bd-b720-496c-8ed5-80ff8a18671c.jpg,JPEG,,,,Still Image,,,,,,Avalon Boulevard Mexican Fan Palm Trees - PHOTO,Primary
3f513e8e-8438-4317-8844-c03b6cbde6c4,,,,,,,,,Original File Name,QV 11+12.CEDAE labels.jpg,,/files/uploadedfiles/QV11_TMP_drawing_1.jpg,JPEG,,,,Still Image,,,,,,QV11_TMP_drawing_1,Primary
3fcbe05a-ad08-4378-b934-917b919dde14,,,,,,Interior of QV3.,Primary,,Original File Name,EGY_QV_t03_B_08Jan_09_DMyers_d.JPG,,/files/uploadedfiles/QV03_image_4.jpg,JPEG,,,,Still Image,,,,,,QV03_image_4,Primary
3fdd2440-6a59-4a66-9b82-3a609b7abec3,,,,,,Side chamber with study materials.,Primary,,Original File Name,EGY.QV.t69.artefacts.storage.02.09Feb.TFushiya.d.jpg,,/files/uploadedfiles/QV69_image_4.jpg,JPEG,,,,Still Image,,,,,,QV69_image_4,Primary
40420035-1802-4d95-9730-922d2e76e78d,,,,,,,,,Processing ID,AACS_9,,/files/uploadedfiles/CaseStudy_9.pdf,,,,,,,,,,,Arts and Architecture Magazine: Case Study House 9,Primary
4199becc-7c1f-409f-90ab-01317f0af65f,,,,,,View of unfinished QV 84.,Primary,,Original File Name,EGY.QV.t84.01_09Dec.TFushiya.d.jpg,,/files/uploadedfiles/QV84_image_1.jpg,JPEG,,,,Still Image,,,,,,QV84_image_1,Primary
41c8abec-7c9b-45a6-9c0f-6e837374325b,,,,,,Partial collapse of door jamb between chambers (C) and (E),Primary,,Original File Name,Egy.QV.t63.64.08Feb.RWust.d.jpg,,/files/uploadedfiles/QV63_image_2.jpg,JPEG,,,,Still Image,,,,,,QV63_image_2,Primary
41e71db4-7820-456c-94f7-fd06b4016c3d,,,,,,,,,Original File Name,QV 26+30.CEDAE labels.jpg,,/files/uploadedfiles/QV26_TMP_drawing_1.jpg,JPEG,,,,Still Image,,,,,,QV26_TMP_drawing_1,Primary
423aebbc-4f4f-41ce-a538-d9a9d15ca38b,,,,,,,,,SurveyLA ID,2717ebfc-68a1-4821-8f22-d1b57f607c5e.jpg,,/files/uploadedfiles/2717ebfc-68a1-4821-8f22-d1b57f607c5e.jpg,JPEG,,,,Still Image,,,,,,John Entenza House - PHOTO,Primary
432b208c-5662-41d8-b3e7-9b11acfda30a,,,,,,,,,Processing ID,REPT-10,,/files/uploadedfiles/SurveyLA_BABC.pdf,PDF,,,Galvin Preservation Associates,Document/Text,,,,,,SurveyLA: Bel Air-Beverly Crest Historic Resources Survey Report,Primary
43da6a5b-fbcf-4aa2-8cff-61f65e57b6cb,,,,,,,,,SurveyLA ID,4efa9b9a-4236-44f1-afd6-0fd674dce002.JPG,,/files/uploadedfiles/4efa9b9a-4236-44f1-afd6-0fd674dce002.JPG,JPEG,,2011-06-08,Architectural Resources Group,Still Image,,,,,,Rindge - Frederick Hastings House - PHOTO,Primary
44ec7bed-754d-49f7-b735-d429d1182e04,,,,,,"Long, graded ramp (A) leading to entrance doorway (B).  Note also that the paleofan conglomerate layer is largely missing above the tomb and was likely removed in recent decades.",Primary,,Original File Name,EGY.QV.2006DEC.t74.01.LWong.d.jpg,,/files/uploadedfiles/QV74_image_1.jpg,JPEG,,,,Still Image,,,,,,QV74_image_1,Primary
44f1fb78-6890-422a-9b28-1d8b38bd0117,,,,,,The entrance with surround.,Primary,,Original File Name,EGY.QV.t14.1.05Jan.DMyers.jpg,,/files/uploadedfiles/QV14_image_2.jpg,JPEG,,,,Still Image,,,,,,QV14_image_2,Primary
45bbca8c-50f9-43c6-9b51-454dfc4bb29a,,,,,,"Bailey House - Case Study House No. 21; International Style; Architect - Pierre Koenig, F.A.I.A.; Built 1958 Declared 1999; City of Los Angeles; Cultural Heritage Commission; Cultural Affairs Department",Primary,,Processing ID,PLQ-132,,,unknown,,,,Document/Text,,,,,,Bailey House - Case Study House No. 21 Plaque,Primary
465e0dd0-daa4-4fb7-ad7d-6c5b6020aa49,,,,,,View of interior of QV 15.,Primary,,Original File Name,EGY.QV.t15-16.0109Feb.TRoby.d.JPG,,/files/uploadedfiles/QV15_image_2.jpg,JPEG,,,,Still Image,,,,,,QV15_image_2,Primary
47190ac2-d11a-4eb2-b813-1f8c0008603e,,,,,,Approach to ramp (A) and entrance doorway (B) with modern masonry wall.,Primary,,Original File Name,EGY.QV.2006DEC.t43.01.LWong.d.jpg,,/files/uploadedfiles/QV43_image_1.jpg,JPEG,,,,Still Image,,,,,,QV43_image_1,Primary
478e3ef9-5e85-4760-a462-5b84dbcb7bdb,,,,,,Detail of tomb surround. Note lack of rock beneath edge of surround in the shaft.,Primary,,Original File Name,Egy.QV.t47.03.08Jan.JBell.d.jpg,,/files/uploadedfiles/QV47_image_3.jpg,JPEG,,,,Still Image,,,,,,QV47_image_3,Primary
47fd4a5c-ed77-499a-849e-2ff9a7dbefba,,,,,,Overview of the tomb interior in corridor (E) with heavily fractured ceiling and local rock  loss; water staining visible along wall.,Primary,,Original File Name,EGY.QV.t53.16.07Feb.JBell.d.jpg,,/files/uploadedfiles/QV53_image_2.jpg,JPEG,,,,Still Image,,,,,,QV53_image_2,Primary
486d32c4-3a52-4b07-9766-2260e790fa88,,,,,,From chamber looking towards entrance. Dark chert seams evident on the walls.,Primary,,Original File Name,Egy.QV.t77.38.07Oct.SCA-GCI.d.jpg,,/files/uploadedfiles/QV77_image_2.jpg,JPEG,,,,Still Image,,,,,,QV77_image_2,Primary
48cc4b75-64be-473d-98d4-2d0da3b859f7,,,,,,,,,SurveyLA ID,38651508-feec-4ba1-b939-7822693c1535.JPG,,/files/uploadedfiles/38651508-feec-4ba1-b939-7822693c1535.JPG,JPEG,,2011-06-08,Architectural Resources Group,Still Image,,,,,,1916 W 25TH ST - PHOTO,Primary
497e4a5c-c11d-46f3-8af8-d3ec80b4367a,,,,,,,,,Original File Name,QV 26+30.CEDAE labels.jpg,,/files/uploadedfiles/QV30_TMP_drawing_1.jpg,JPEG,,,,Still Image,,,,,,QV30_TMP_drawing_1,Primary
4987dddd-05b5-42c8-ab63-82bab79c53c4,,,,,,Entrance to QV 50 with a masonry surround and cement capping.,Primary,,Original File Name,EGY.QV.t5005_09Dec.TFushiya.d.JPG,,/files/uploadedfiles/QV50_image_1.jpg,JPEG,,,,Still Image,,,,,,QV50_image_1,Primary
49dfaa28-8e9d-4d3d-a4c9-2fbc7a62b037,,,,,,,,,Original File Name,QV 55 sheet2.CEDAE labels.jpg,,/files/uploadedfiles/QV55_TMP_drawing_2.jpg,JPEG,,,,Still Image,,,,,,QV55_TMP_drawing_2,Primary
4ab64a43-b458-4fa2-8ecb-66d0c79eb721,,,,,,,,,Original File Name,QV 40 sheet1.CEDAE labels.jpg,,/files/uploadedfiles/QV40_TMP_drawing_1.jpg,JPEG,,,,Still Image,,,,,,QV40_TMP_drawing_1,Primary
4b17119e-ef46-49de-8bbf-1c2f8df73ed1,,,,,,Shaft entrance and masonry surround,Primary,,Original File Name,EGY.QV.t61.02.05Jan.DMyers.jpg,,/files/uploadedfiles/QV61_image_1.jpg,JPEG,,,,Still Image,,,,,,QV61_image_1,Primary
4b22b8a2-346d-4cfe-9860-cac4637c4fe4,,,,,,Soot covered wall painting in QV 75.,Primary,,Original File Name,EGY.QV.t75.05_09Dec.TFushiya.d.JPG,,/files/uploadedfiles/QV75_image_2.jpg,JPEG,,,,Still Image,,,,,,QV75_image_2,Primary
4b64d507-d708-4857-82a0-25832a6ee153,,,,,,View of tomb shaft.,Primary,,Original File Name,EGY_QV_t23_08Jan_02_Dmyers_d.JPG,,/files/uploadedfiles/QV23_image_3.jpg,JPEG,,,,Still Image,,,,,,QV23_image_3,Primary
4ba54c3b-8765-4dbf-b298-1054fd7301b6,,,,,,Detail of figure from first corridor (C).  The paintings were less blackened in this area of the tomb.  Note loss of black areas on wig of figure and abraded look of surface.  Painting has been cleaned.,Primary,,Original File Name,EGY.QV.2006DEC.t43.14.LWong.d.jpg,,/files/uploadedfiles/QV43_image_4.jpg,JPEG,,,,Still Image,,,,,,QV43_image_4,Primary
4bc6b36a-0982-4378-8154-b81cc8942920,,,,,,,,,Original File Name,QV 42 sheet2.CEDAE labels.jpg,,/files/uploadedfiles/QV42_TMP_drawing_2.jpg,JPEG,,,,Still Image,,,,,,QV42_TMP_drawing_2,Primary
4d5d0945-cfdf-47c4-9750-5df5f8d00af9,,,,,,View of tomb shaft.,Primary,,Original File Name,EGY_QV_t26_08Jan_03_Dmyers_d.JPG,,/files/uploadedfiles/QV26_image_3.jpg,JPEG,,,,Still Image,,,,,,QV26_image_3,Primary
4d981e0e-35b5-471d-abf5-549bff6b6c72,,,,,,"Entry ramp (A) with an arched cover and masonry walls constructed on top of rock, wooden stairs with handrails installed on top of the original stepped ramp, and an exterior metal door without ventilation holes.",Primary,,Original File Name,EGY.QV.t58.02.05Jan.DMyers.jpg,,/files/uploadedfiles/QV58_image_1.jpg,JPEG,,,,Still Image,,,,,,QV58_image_1,Primary
4dc9d8b8-836c-40a0-9980-c783d04314fc,,,,,,QV34 entrance ramp.,Primary,,Original File Name,EGY.QV.t34.A.01.09Dec.TFushiya.d.JPG,,/files/uploadedfiles/QV34_image_4.jpg,JPEG,,,,Still Image,,,,,,QV34_image_4,Primary
4dcda67f-ed5a-401b-8826-c3273eddf8a4,,,,,,,,,Processing ID,PLC-00003P,,/files/uploadedfiles/Menlo.JPG,,,,,,,,,,,Menlo Park Laboratory - PHOTO,Primary
4ddc79f4-1183-4576-a719-4ce52848169e,,,,,,Stepped ramp and entryway.,Primary,,Original File Name,EGY.QV.t56.01.05Jan.DMyers.jpg,,/files/uploadedfiles/QV56_image_1.jpg,JPEG,,,,Still Image,,,,,,QV56_image_1,Primary
4e5318f1-ef6b-4220-b561-781711ebe306,,,,,,The repairs may conceal structural problems now being manifested as cracking in the painting.  Photograph taken in February 2008 shows what looks like a new crack in the original plaster since the repair plaster was put in.,Primary,,Original File Name,EGY.QV.t36.24.08Feb.LWong.d.JPG,,/files/uploadedfiles/QV36_image_5.jpg,JPEG,,,,Still Image,,,,,,QV36_image_5,Primary
4e8e377a-c104-4f6d-90d8-a08943b976c0,,,,,,Fractured rock in shaft,Primary,,Original File Name,Egy.QV.tUnknown2.05.08Jan.JBell.d.jpg,,/files/uploadedfiles/QVU2_image_2.jpg,JPEG,,,,Still Image,,,,,,QVU2_image_2,Primary
4f2073ee-7669-4677-8d41-2227302421ba,,,,,,"Shaft as it currently appears, with built masonry surround.",Primary,,Original File Name,EGY.QV.t07.1.05Jan.DMyers.jpg,,/files/uploadedfiles/QV07_image_2.jpg,JPEG,,,,Still Image,,,,,,QV07_image_2,Primary
4f76f37e-f322-44c2-a36c-4a93c7052961,,,,,,Shaft entrance and masonry surround,Primary,,Original File Name,EGY.QV.t47.01.05Jan.DMyers.jpg,,/files/uploadedfiles/QV47_image_1.jpg,JPEG,,,,Still Image,,,,,,QV47_image_1,Primary
507016bf-124a-4400-9530-0d2d653198e3,,,,,,,,,SurveyLA ID,5dcc16a6-263f-412c-862b-aa0cdca83055.jpg,,/files/uploadedfiles/5dcc16a6-263f-412c-862b-aa0cdca83055.jpg,JPEG,,,,Still Image,,,,,,Nin-Pole Residence - PHOTO,Primary
50e83acf-9f19-452a-9b29-cff0e9eed030,,,,,,,,,SurveyLA ID,ca0708bd-cd38-4896-94e7-ab59610a6360.jpg,,/files/uploadedfiles/ca0708bd-cd38-4896-94e7-ab59610a6360.jpg,JPEG,,,,Still Image,,,,,,How House - PHOTO,Primary
51e61857-25e7-4125-8e73-ff16bbe49e15,,,,,,,,,SurveyLA ID,d438c223-f7c0-4b52-8bd5-c726811153ec.JPG,,/files/uploadedfiles/d438c223-f7c0-4b52-8bd5-c726811153ec.JPG,JPEG,,2011-06-08,Architectural Resources Group,Still Image,,,,,,2242 S HOBART BLVD - PHOTO,Primary
5217d918-92c3-4adf-9f5f-1274c3b0be3a,,,,,,View of tomb shaft.,Primary,,Original File Name,EGY.QV.t35.2.05Jan.DMyers.jpg,,/files/uploadedfiles/QV35_image_2.jpg,JPEG,,,,Still Image,,,,,,QV35_image_2,Primary
53109825-3594-460c-b61b-4d3f9da0a533,,,,,,,,,Processing ID,AACS_22,,/files/uploadedfiles/CaseStudy_22.pdf,,,,,,,,,,,Arts and Architecture Magazine: Case Study House 22,Primary
55446631-9e8a-4a07-a2a3-b6bf5ef6dc67,,,,,,,,,SurveyLA ID,48d44897-7aac-4a9c-81e5-58c4cbbd82d7.jpg,,/files/uploadedfiles/48d44897-7aac-4a9c-81e5-58c4cbbd82d7.jpg,JPEG,,,,Still Image,,,,,,Leonis Adobe - PHOTO,Primary
5676f648-2d26-4088-b47e-491f9a02480b,,,,,,,,,Original File Name,QV 80 sheet2.CEDAE labels.jpg,,/files/uploadedfiles/QV80_TMP_drawing_2.jpg,JPEG,,,,Still Image,,,,,,QV80_TMP_drawing_2,Primary
578d0405-e407-48aa-aadf-1b8aa1958cfa,,,,,,,,,Original File Name,QV 54.CEDAE labels.jpg,,/files/uploadedfiles/QV54_TMP_drawing_1.jpg,JPEG,,,,Still Image,,,,,,QV54_TMP_drawing_1,Primary
57a05479-194b-44cb-a49c-545909252af6,,,,,,,,,SurveyLA ID,1e58ea32-99ec-4f63-aafd-0a0e5611ea38.JPG,,/files/uploadedfiles/1e58ea32-99ec-4f63-aafd-0a0e5611ea38.JPG,JPEG,,2012-08-13,Historic Resources Group,Still Image,,,,,,Platform House Historic District - PHOTO,Primary
57a6dbc3-bfd1-4fc5-a162-c69089ec91d3,,,,,,,,,Processing ID,MAR-00001P,,/files/uploadedfiles/Dominator.jpg,,,,,,,,,,,SS Dominator - PHOTO,Primary
58ce68c5-1b6f-4280-9d67-39c99bb5fabf,,,,,,Shaft entrance with masonry surround and metal grill,Primary,,Original File Name,Egy.QV.tUnknown2.01.08Jan.JBell.d.jpg,,/files/uploadedfiles/QVU2_image_1.jpg,JPEG,,,,Still Image,,,,,,QVU2_image_1,Primary
58d6d283-e769-4919-a814-31237a89fe49,,,,,,Wall painting in QV73.,Primary,,Original File Name,Egy.QV.t73.050.08Feb.RWust.d.jpg,,/files/uploadedfiles/QV73_image_4.jpg,JPEG,,,,Still Image,,,,,,QV73_image_4,Primary
594bc0ec-5921-4d61-b5a8-6fa0028468c3,,,,,,Detail of figure from second corridor (E) note how background was selectively cleaned.  All paint was removed from the background.,Primary,,Original File Name,EGY.QV.2007FEB.t43.08.LWong.d.jpg,,/files/uploadedfiles/QV43_image_5.jpg,JPEG,,,,Still Image,,,,,,QV43_image_5,Primary
59d532e1-72fd-4edd-b617-1e743c0157e6,,,,,,Entrance ramp (A) is steep with steps constructed of boulders leading to doorway (B).,Primary,,Original File Name,EGY.QV.t38.06.'06Mar.JBell.d.jpg,,/files/uploadedfiles/QV38_image_1.jpg,JPEG,,,,Still Image,,,,,,QV38_image_1,Primary
5a130f05-522f-4141-9743-642e1e0bf1bc,,,,,,Shaft entrance with U-shaped surround,Primary,,Original File Name,EGY.QV.t65.03.07Feb.DMyers.d.JPG,,/files/uploadedfiles/QV65_image_1.jpg,JPEG,,,,Still Image,,,,,,QV65_image_1,Primary
5a52c936-6c1a-49db-a08a-e0a940c92e41,,,,,,"The paintings in the west side chamber (G) are painted on a larger scale and in a cruder style with a more limited palette (red, black, yellow and white) compared with other areas of the tomb and may therefore be unfinished.",Primary,,Original File Name,EGY.QV.2006DEC.t40.30.LWong.d.jpg,,/files/uploadedfiles/QV40_image_3.jpg,JPEG,,,,Still Image,,,,,,QV40_image_3,Primary
5b23e5fe-b14f-4f0a-b1b5-4fd518dd7aee,,,,,,View of tomb shaft.,Primary,,Original File Name,EGY_QV_t25_08Jan_02_Dmyers_d.JPG,,/files/uploadedfiles/QV25_image_3.jpg,JPEG,,,,Still Image,,,,,,QV25_image_3,Primary
5c69ead5-bcc5-4144-b936-dc80b342ff15,,,,,,Italian-mission plaque in situ at entrance.,Primary,,Original File Name,EGY.QV.2006DEC.t43.03.LWong.d.jpg,,/files/uploadedfiles/QV43_image_2.jpg,JPEG,,,,Still Image,,,,,,QV43_image_2,Primary
5cf156ce-5315-47ab-bdcb-83f693384b92,,,,,,Shaft entrance with constructed surround,Primary,,Original File Name,EGY.QV.t26.1.05Jan.DMyers.jpg,,/files/uploadedfiles/QV26_image_1.jpg,JPEG,,,,Still Image,,,,,,QV26_image_1,Primary
5d1bf97f-22db-4648-8892-636777e2d621,,,,,,View of chamber (C) facing toward the rear,Primary,,Original File Name,EGY_QV_t30_B_08Jan_05_Dmyers_d.JPG,,/files/uploadedfiles/QV30_image_2.jpg,JPEG,,,,Still Image,,,,,,QV30_image_2,Primary
5dbf4725-d783-4e39-a275-d8dd8c31e35e,,,,,,,,,SurveyLA ID,eec36de8-0933-4a3a-9c6f-fcdb3912f409.jpg,,/files/uploadedfiles/eec36de8-0933-4a3a-9c6f-fcdb3912f409.jpg,JPEG,,,,Still Image,,,,,,Bailey House - Case Study House #21 - PHOTO,Primary
5debc308-2828-4e83-b707-b9127b77856b,,,,,,,,,SurveyLA ID,9274bb6d-5fa7-40cc-8698-e7d99ad31151.JPG,,/files/uploadedfiles/9274bb6d-5fa7-40cc-8698-e7d99ad31151.JPG,JPEG,,2012-08-13,Historic Resources Group,Still Image,,,,,,Platform House Historic District - PHOTO,Primary
5e4df6f0-382d-4a4d-a439-b3afbb67095a,,,,,,,,,Processing ID,REPT-20,,/files/uploadedfiles/SurveyLA_SOSCTLCP.pdf,PDF,,,Historic Resources Group,Document/Text,,,,,,SurveyLA: Sherman Oaks-Studio City-Toluca Lake-Cahuenga Pass Historic Resources Survey Report,Primary
5ee06726-31db-488e-8248-1d1685e5dcca,,,,,,General view of chamber (D),Primary,,Original File Name,Egy.QV.t66.D. West.1.Jan09.82. CEDAE.JPG,,/files/uploadedfiles/QV66_image_4.jpg,JPEG,,,,Still Image,,,,,,QV66_image_4,Primary
5f7a6096-ba6a-4bfa-9928-a83db9ef6a79,,,,,,,,,SurveyLA ID,6a884e55-8a8c-4e99-9103-5f5cf4f98696.jpg,,/files/uploadedfiles/6a884e55-8a8c-4e99-9103-5f5cf4f98696.jpg,JPEG,,,,Still Image,,,,,,Barnsdall Park Arts Center (Residence A) - PHOTO,Primary
5fbd9675-c445-4a31-a4c3-60d953ae7d1a,,,,,,,,,Original File Name,QV 60 sheet1.CEDAE labels.jpg,,/files/uploadedfiles/QV60_TMP_drawing_1.jpg,JPEG,,,,Still Image,,,,,,QV60_TMP_drawing_1,Primary
5fd710c2-dd02-4b49-89a8-38c9fc213ea5,,,,,,Photograph of the same area taken one year later in 20,Primary,,Original File Name,EGY.QV.t31.02.08Feb.LWong.d.jpg,,/files/uploadedfiles/QV31_image_3.jpg,JPEG,,,,Still Image,,,,,,QV31_image_3,Primary
5fdf4a00-6409-42ca-9aff-baa294386fc1,,,,,,The surface of the paintings is abraded.  There are small losses in the painted surface and the white background is nearly gone in areas.,Primary,,Original File Name,EGY.QV.t55.23.08Feb.LWong.d.jpg,,/files/uploadedfiles/QV55_image_8.jpg,JPEG,,,,Still Image,,,,,,QV55_image_8,Primary
60055cb1-ffdf-4e17-8d3b-1c3d924e8ece,,,,,,,,,SurveyLA ID,e8c89070-594a-49c8-a13d-1ddc59c5c9d7.jpg,,/files/uploadedfiles/e8c89070-594a-49c8-a13d-1ddc59c5c9d7.jpg,JPEG,,,,Still Image,,,,,,Hollyhock House - PHOTO,Primary
603f7b98-760e-4c19-b994-bacbfd7b5d3b,,,,,,Shaft surround and entrance,Primary,,Original File Name,EGY.QV.t32.1.05Jan.DMyers.jpg,,/files/uploadedfiles/QV32_image_1.jpg,JPEG,,,,Still Image,,,,,,QV32_image_1,Primary
604c3c01-5689-49b8-9a2d-ae2f001d6d93,,,,,,,,,SurveyLA ID,7badb1bd-c288-4a1a-ba31-b102ab4d4e9b.JPG,,/files/uploadedfiles/7badb1bd-c288-4a1a-ba31-b102ab4d4e9b.JPG,JPEG,,2011-06-08,Architectural Resources Group,Still Image,,,,,,LOS ANGELES FIRST AFRICAN METHODIST - PHOTO,Primary
606d4dbf-6d0b-47b4-aac8-f3aab6d8f83c,,,,,,Entrance of QV 89,Primary,,Original File Name,EGY.QV.t89.03.07Feb.DMyers.d.JPG,,/files/uploadedfiles/QV89_image_1.jpg,JPEG,,,,Still Image,,,,,,QV89_image_1,Primary
6085a85d-3226-4a65-b5d0-ed4c6a39c139,,,,,,,,,Original File Name,QV 80 sheet1.CEDAE labels.jpg,,/files/uploadedfiles/QV80_TMP_drawing_1.jpg,JPEG,,,,Still Image,,,,,,QV80_TMP_drawing_1,Primary
616d7413-cbd4-418f-98c2-f4a3ef6336f0,,,,,,Large dark splotches are attributed to bat activity.,Primary,,Original File Name,EGY.QV.2006DEC.t42.32.LWong.d.jpg,,/files/uploadedfiles/QV42_image_7.jpg,JPEG,,,,Still Image,,,,,,QV42_image_7,Primary
61ba7c15-5ac9-486d-a9a1-1fc36f0f1b46,,,,,,Ramp (A) with modern masonry steps and entrance doorway (B).  The Schiaparelli plaque is still in place above the door.,Primary,,Original File Name,EGY.QV.t55.01.05Jan.DMyers.jpg,,/files/uploadedfiles/QV55_image_1.jpg,JPEG,,,,Still Image,,,,,,QV55_image_1,Primary
61fa940d-fba2-48d1-ba01-25d6a47c8ffe,,,,,,,,,Original File Name,QV 56+57.CEDAE labels.jpg,,/files/uploadedfiles/QV57_TMP_drawing_1.jpg,JPEG,,,,Still Image,,,,,,QV57_TMP_drawing_1,Primary
625d49c7-3e36-4e6e-80fd-1e2207f8ddff,,,,,,,,,Original File Name,QV 44 sheet2.CEDAE labels.jpg,,/files/uploadedfiles/QV44_TMP_drawing_2.jpg,JPEG,,,,Still Image,,,,,,QV44_TMP_drawing_2,Primary
62a7836a-843f-486c-b2cb-4b326766ed51,,,,,,Approach to the tomb and retaining wall along visitor path with entrance and shelter for QV 44 to the left and above.,Primary,,Original File Name,EGY.QV.t45.2.07Feb.JBell.d.jpg,,/files/uploadedfiles/QV45_image_2.jpg,JPEG,,,,Still Image,,,,,,QV45_image_2,Primary
62b64365-84ae-4cff-ba79-91e4c5d9a692,,,,,,,,,Original File Name,QV 09+10.CEDAE labels.jpg,,/files/uploadedfiles/QV10_TMP_drawing_1.jpg,JPEG,,,,Still Image,,,,,,QV10_TMP_drawing_1,Primary
6445ed65-ba96-4e96-b1dd-c532a1e29240,,,,,,The Schiaparelli plaque is no longer in situ,Primary,,Original File Name,EGY.QV.t36.2.05Jan.DMyers.jpg,,/files/uploadedfiles/QV36_image_2.jpg,JPEG,,,,Still Image,,,,,,QV36_image_2,Primary
64765c23-da70-4dd3-9b8b-f844426e69e7,,,,,,"View of chamber entrance, within shaft.",Primary,,Original File Name,Egy.QV.t70.08.08Jan.JBell.d.jpg,,/files/uploadedfiles/QV70_image_2.jpg,JPEG,,,,Still Image,,,,,,QV70_image_2,Primary
64d8fbfe-7228-4215-8c5d-d29be6135ca8,,,,,,,,,Processing ID,ARK-00002P,,/files/uploadedfiles/CHINATOWN1.jpg,,,,,,,,,,,Site of Los Angeles' Former Chinatown - PHOTO,Primary
