ResourceID,Address Type,Administrative Subdivision Name,Administrative Subdivision Type,Ancilary Feature To Date,Ancillary Feature Cultural Period,Ancillary Feature From Date,Ancillary Feature Type,Ancillary Feature Use Type,Cadastral Reference,Component Type,Condition Description,Condition Image,Condition Type,Construction Technique,Date Condition Assessed,Date Evaluated,Description,Description Type,Designation or Protection From Date,Designation or Protection To Date,Disturbance Type,End Date of Existence,End Date Type,External Identifier Type,External Source,External XRef,Geometry Qualifier,Heritage Resource Type,Heritage Resource Type Cultural Period,Heritage Resource Type From Date,Heritage Resource Type To Date,Heritage Resource Use Type,Integrity Type,Keyword,Management Recommendation,Material,Measurement Type,Measurement Unit,Measurement Value,Modification Date,Modification Description,Modification Type,Name,Name Type,Period of Significance From Date,Period of Significance To Date,Place Address,Place Description,Reasons,Recommendation Type,Reference Image,Resource Type Classification,Setting Type,Spatial Coordinates Geometry,Start Date of Existence,Start Date Type,Status,Style,Style Cultural Period,Style From Date,Style To Date,Style Use Type,Threat Type,Type of Designation or Protection
9b8547af-318e-4c7c-bc45-7dab6239fb2a,Primary,South Los Angeles Community Plan Area,Community Plan Area,,,,,,,,,,,,,,,,,,,,,SurveyLA ID,,9b8547af-318e-4c7c-bc45-7dab6239fb2a,,"""Residential-Multi Family, Apartment House""",,,,Historic,,,,,,,,,,No major alterations,1958 W 25TH ST,Primary,,,1958 W 25TH ST,,,,/files/uploadedfiles/5125538c-4d5a-4ff6-8e58-1f7c0dbf154e.JPG,,,GEOMETRYCOLLECTION (POINT (-118.30761 34.03359)),2027-01-01,Built Date,3D,Renaissance Revival,,,,,,
9b8547af-318e-4c7c-bc45-7dab6239fb2a,,,,,,,,,,,,,,,,,,,,,,,,Property Identification Number,,123B193   491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9b8547af-318e-4c7c-bc45-7dab6239fb2a,,,,,,,,,,,,,,,,,,,,,,,,Property Identification Number,,123B193   492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9b8547af-318e-4c7c-bc45-7dab6239fb2a,,,,,,,,,,,,,,,,,,,,,,,,Property Identification Number,,123B193   492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9b8547af-318e-4c7c-bc45-7dab6239fb2a,,,,,,,,,,,,,,,,,,,,,,,,Property Identification Number,,123B193   492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9b8547af-318e-4c7c-bc45-7dab6239fb2a,,,,,,,,,,,,,,,,,,,,,,,,House ID,,572240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9b8547af-318e-4c7c-bc45-7dab6239fb2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,
9bbbad92-ac52-45c7-9959-865e1b750450,Primary,Silver Lake - Echo Park - Elysian Valley Community Plan Area,Community Plan Area,,,,,,,,,,,,,2014-07-30,"The property meets the criteria for HCM designation because it embodies the 'distinguishing characteristics of an architectural-type specimen, inherently valuable for a study of a period style or method of construction,' as an example of International style residential architecture. The property was the first commission of architect Eric Lloyd Wright (born 1929) and built for Wright's brother Rupert Pole (1919-2006). Wright is the grandson of the famed architect Frank Lloyd Wright (1867-1959) and son of master architect Lloyd Wright (1890-1978). The HCM nomination lists the property's architectural style as Internationall; however it appears to more closely exemplify Mid-Century Modern architecture, exhibiting many of the style's character-defining features.",Primary,2007-10-30,,,,,Processing ID,,HCM-892,,"""Residential-Single Family, House""",,,,Historic,,,,,,,,,"Library and studio additions (Eric Lloyd Wright, 1982)",,Nin-Pole Residence,Primary,1960-01-01,1977-12-31,2335 N HIDALGO AVE,,"The property meets the criteria for HCM designation because it is identified with historic personages,'' as the home of  Anais Nin (1903-1977) and her spouse Rupert Pole (1919-2006). Nin was a noted writer and leader in the Women's Rights Movement of the 1960s and 1970s. Pole was the step-grandson of Frank Lloyd Wright and literay executor of Nin's work. During the 1960s and 1970s, the residence was a cultural gathering place for artists, writers, and teachers. The Period of Significance end date is not provided because this information was not available in the HCM application.\nAlthough not nominated for it, since the residence was a frequent gathering place for writers, artists, and teachers, the property also meets the criteria for HCM designation under the SurveyLA theme of Literature, Music and Art and sub-theme of Bohemians, Beats and Hippies: Gathering Places.",,,,,"GEOMETRYCOLLECTION (MULTIPOLYGON (((-118.2572907724002 34.09881253572477, -118.257290105109 34.09894993090086, -118.2565281580472 34.09894624754779, -118.2565456797128 34.0989188415118, -118.2569070817494 34.09892060169305, -118.2569076028733 34.09881068558199, -118.2569082377608 34.09867329047893, -118.2572914067427 34.0986751680982, -118.2572907724002 34.09881253572477))))",1960-01-01,Built Date,5S1,International,,,,,,Los Angeles Historic-Cultural Monument
9bbbad92-ac52-45c7-9959-865e1b750450,,,,,,,,,,,,,,,,,,,,,,,,Property Identification Number,,147A209    43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9bbbad92-ac52-45c7-9959-865e1b750450,,,,,,,,,,,,,,,,,,,,,,,,House ID,,753396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9bbbad92-ac52-45c7-9959-865e1b750450,,,,,,,,,,,,,,,,,,,,,,,,Los Angeles Historic Cultural Monument Number,,892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9bbbad92-ac52-45c7-9959-865e1b750450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA Historic-Cultural Monument No. 892,Los Angeles Historic Cultural Monument,,,,,,,,,,,,,,,,,,,,
9bbbad92-ac52-45c7-9959-865e1b750450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5S1,,,,,,,
9bbbad92-ac52-45c7-9959-865e1b750450,,,,,,,,,,,,,,,,2014-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9bbbad92-ac52-45c7-9959-865e1b750450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960-01-01,,,,,,,,,,,,,,,,,,,
9bbbad92-ac52-45c7-9959-865e1b750450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The property meets the criteria for HCM designation because it embodies the 'distinguishing characteristics of an architectural-type specimen, inherently valuable for a study of a period style or method of construction,' as an example of International style residential architecture. The property was the first commission of architect Eric Lloyd Wright (born 1929) and built for Wright's brother Rupert Pole (1919-2006). Wright is the grandson of the famed architect Frank Lloyd Wright (1867-1959) and son of master architect Lloyd Wright (1890-1978). The HCM nomination lists the property's architectural style as Internationall; however it appears to more closely exemplify Mid-Century Modern architecture, exhibiting many of the style's character-defining features.",,,,,,,,,,,,,,,
9c6dae22-7878-4fe8-a9ca-961cc5b94d2d,Primary,Hollywood Community Plan Area,Community Plan Area,,,,,,,,,,,,,2014-08-11,"The property meets the criteria for HCM designation because it reflects 'the broad cultural, political, economic or social history of the nation, state, or community.' The Jardinette Apartments reflect the growing influence of garden city design principles on multi-family residential architecture and site design in the late 1920s. The property meets Criterion A for National Register designation for similar reasons.",Primary,,,,,,Processing ID,,HCM-390,,"""Residential-Multi Family, Garden Apartment""",,,,Historic,,,,,,,,,,,Jardinette Apartments,Primary,2029-01-01,,5128 W MARATHON ST,,"The property meets the criteria for HCM designation because it reflects +Ã³GÃ©Â¼+Ã´the broad cultural, political, economic or social history of the nation, state, or community.' The Jardinette Apartments reflect the growing influence of garden city design principles on multi-family residential architecture and site design in the late 1920s. The property meets Criterion A for National Register designation for similar reasons.",,,,,"GEOMETRYCOLLECTION (MULTIPOLYGON (((-118.310199722543 34.08464489939149, -118.3102003118099 34.08483939266812, -118.3097725926099 34.08483917117391, -118.309772006475 34.08464525494406, -118.310199722543 34.08464489939149))))",2029-01-01,Built Date,5S1,International,,,,,,National Register of Historic Places
9c6dae22-7878-4fe8-a9ca-961cc5b94d2d,,,,,,,,,,,,,,,,,,,,,,,,Property Identification Number,,141B193   389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9c6dae22-7878-4fe8-a9ca-961cc5b94d2d,,,,,,,,,,,,,,,,,,,,,,,,House ID,,711379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9c6dae22-7878-4fe8-a9ca-961cc5b94d2d,,,,,,,,,,,,,,,,,,,,,,,,Los Angeles Historic Cultural Monument Number,,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9c6dae22-7878-4fe8-a9ca-961cc5b94d2d,,,,,,,,,,,,,,,,,,,,,,,,National Register of Historic Places Reference Number,,86003524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9c6dae22-7878-4fe8-a9ca-961cc5b94d2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA Historic-Cultural Monument No. 390,Los Angeles Historic Cultural Monument,,,,,,,,,,,,,,,,,,,,
9c6dae22-7878-4fe8-a9ca-961cc5b94d2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jardinette Apartments,National Register of Historic Places,,,,,,,,,,,,,,,,,,,,
9c6dae22-7878-4fe8-a9ca-961cc5b94d2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1S,,,,,,,
9c6dae22-7878-4fe8-a9ca-961cc5b94d2d,,,,,,,,,,,,,,,,2014-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9c6dae22-7878-4fe8-a9ca-961cc5b94d2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2029-01-01,,,,,,,,,,,,,,,,,,,
9c6dae22-7878-4fe8-a9ca-961cc5b94d2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The property meets the criteria for HCM designation because it embodies the 'distinguishing characteristics of an architectural-type specimen, inherently valuable for a study of a period style or method of construction,' as an excellent and early example of International architecture. It is also associated with the 'notable work of a master builder, designer, or architect,' as a work by master architect Richard Neutra. The property meets Criterion C for National Register designation for similar reasons.",,,,,,,,,,,,,,,
a09ee462-2b33-4d18-a071-3c6276824af0,Primary,Central City Community Plan Area,Community Plan Area,,,,,,,,,,,,,2014-08-05,"The property meets the criteria for HCM designation because it reflects the 'broad cultural, economic, or social history of the nation, state, or community.' It is recognized as the oldest established church in continuing use in the city.",Primary,,,,,,Processing ID,,HCM-3,,"""Institutional-Religious/Spiritual, Church""",,,,Historic,,,,,,,,,,,Plaza Church,Primary,1822-01-01,,535 N MAIN ST,,"The property meets the criteria for HCM designation because it reflects the G+Ã§-Ãºbroad cultural, economic, or social history of the nation, state, or community.' It is recognized as the oldest established church in continuing use in the city.",,/files/uploadedfiles/d95e028b-67c2-4960-8ba9-4b288af49c3b.jpg,,,"GEOMETRYCOLLECTION (MULTIPOLYGON (((-118.2399743032224 34.05711926224543, -118.239868322001 34.05733685672831, -118.2397882366478 34.05750125591317, -118.2397752224954 34.05749908345631, -118.2397622088162 34.05749707586923, -118.2397491297378 34.05749528824013, -118.2397360181964 34.05749369302489, -118.2397228741131 34.05749226274501, -118.2397096976451 34.0574910523575, -118.2396964887138 34.05749003438385, -118.2396832802552 34.05748918127997, -118.2396788886506 34.05748897016593, -118.239278771754 34.05730158947325, -118.2392753596011 34.05729752938705, -118.2392710856852 34.05729228942426, -118.2392669436718 34.05728699424261, -118.2392629004674 34.05728161642899, -118.2392589892441 34.05727621087504, -118.2392551768298 34.05727072268918, -118.2392514633816 34.05726520682844, -118.2392478817573 34.05725960827036, -118.239244432114 34.05725398197206, -118.2392410813581 34.0572483005204, -118.2392378625046 34.05724256384993, -118.2392347425387 34.05723677202612, -118.2392317545535 34.05723095246209, -118.2392288984706 34.05722507767934, -118.2392261743685 34.0572191751564, -118.2392235492325 34.05721324495867, -118.2392210559986 34.05720725954224, -118.2392186947455 34.05720124638566, -118.2392164653944 34.05719517801031, -118.2392143681027 34.05718910937344, -118.2392123696983 34.05718298558322, -118.2392105363678 34.05717686146605, -118.2392088019245 34.05717068219558, -118.2392071995405 34.05716450266353, -118.2392057620732 34.05715826784743, -118.2392044237288 34.05715206031365, -118.2392032172863 34.05714579756129, -118.2392021429028 34.05713953454734, -118.2392012004997 34.05713324379325, -118.2392003901557 34.05712695277759, -118.2391997117919 34.05712063402188, -118.2391991985804 34.05711434241775, -118.2391987843345 34.05710802313889, -118.2391985020688 34.05710167611997, -118.2391983519405 34.05709535631798, -118.2391983338711 34.05708903625446, -118.2391984477818 34.05708268845086, -118.2391987268444 34.05707636779886, -118.2391991049512 34.05707004695071, -118.2391996151165 34.05706372584098, -118.2392002574191 34.0570574319482, -118.2392010647949 34.05705113772853, -118.2392019712147 34.05704484331264, -118.2392030097716 34.05703857611373, -118.239204180387 34.05703230865325, -118.2392054182099 34.05702645324004, -118.2392055162326 34.05702609582291, -118.2392069510435 34.0570198553178, -118.23920851807 34.05701366950819, -118.2392102172334 34.05700751091557, -118.2392120484552 34.05700135206133, -118.2392140118924 34.05699524790261, -118.2392160743734 34.05698914354757, -118.2392183020844 34.05698309382268, -118.2392206289176 34.05697707138012, -118.2392230878877 34.05697107615443, -118.2392256790731 34.05696513562419, -118.2392284023952 34.0569592223108, -118.2392312248395 34.05695333627978, -118.2392342125136 34.05694750487874, -118.2392372993885 34.05694172823848, -118.2392404853854 34.05693597888047, -118.2392438035974 34.0569302842179, -118.2392472540248 34.05692464425069, -118.2392508036526 34.05691905904421, -118.2392544854171 34.05691350105455, -118.2392582994753 34.05690802523877, -118.2392621797194 34.05690260424916, -118.2392662251146 34.05689721041092, -118.2392703367743 34.05689189887733, -118.2392745806492 34.05688664203902, -118.2392789238031 34.05688146743997, -118.2392833990934 34.05687632005767, -118.2392879737414 34.05687128239306, -118.2393351041309 34.05681996871953, -118.2393452411786 34.0568089571532, -118.2399805723004 34.05710644471745, -118.2399743032224 34.05711926224543))))",1822-01-01,Built Date,1D,Adobe,,,,,,National Register of Historic Places
a09ee462-2b33-4d18-a071-3c6276824af0,,,,,,,,,,,,,,,,,,,,,,,,Property Identification Number,,132A215   183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a09ee462-2b33-4d18-a071-3c6276824af0,,,,,,,,,,,,,,,,,,,,,,,,House ID,,1042472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a09ee462-2b33-4d18-a071-3c6276824af0,,,,,,,,,,,,,,,,,,,,,,,,Los Angeles Historic Cultural Monument Number,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a09ee462-2b33-4d18-a071-3c6276824af0,,,,,,,,,,,,,,,,,,,,,,,,National Register of Historic Places Reference Number,,72000231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a09ee462-2b33-4d18-a071-3c6276824af0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nuestra Senora La Reina de Los Angeles,Alternative,,,,,,,,,,,,,,,,,,,,
a09ee462-2b33-4d18-a071-3c6276824af0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA Historic-Cultural Monument No. 3,Los Angeles Historic Cultural Monument,,,,,,,,,,,,,,,,,,,,
a09ee462-2b33-4d18-a071-3c6276824af0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,La Iglesia de Nuestra Senora La Reina de Los Angeles,Alternative,,,,,,,,,,,,,,,,,,,,
a09ee462-2b33-4d18-a071-3c6276824af0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Our Lady Queen of Angels, La Placita",Alternative,,,,,,,,,,,,,,,,,,,,
a09ee462-2b33-4d18-a071-3c6276824af0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Los Angeles Plaza Historic District contributor,National Register of Historic Places,,,,,,,,,,,,,,,,,,,,
a09ee462-2b33-4d18-a071-3c6276824af0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nuestra Senora La Reina de Los Angeles,California Register of Historic Resources,,,,,,,,,,,,,,,,,,,,
a417391f-7def-4c69-8bd0-94d1aa0d5872,Primary,Mission Hills - Panorama City - North Hills Community Plan Area,Community Plan Area,,,,,,,,,,,,,2014-08-06,"The property meets the criteria for HCM designation because it reflects the 'broad cultural, economic, or social history of the nation, state, or community.' It also meets Criteria A for National Register designation because it is 'associated with events that have made a significant contribution to the broad patterns of our history.' Built by the Native American Indians from the San Fernando Mission, it is the second oldest adobe in the city of Los Angeles. It has been associated with familes and personages who occupied the area during the Mexican-American War.",Primary,,,,,,Processing ID,,HCM-7,,"Residential-Single Family, Adobe",,,,Historic,,,,,,,,,,,Andres Pico Adobe,Primary,1834-01-01,,10940 N SEPULVEDA BLVD,,"The property meets the criteria for HCM designation because it reflects the G+Ã§-Ãºbroad cultural, economic, or social history of the nation, state, or community.' It also meets Criteria A for National Register designation because it is 'associated with events that have made a significant contribution to the broad patterns of our history.' Built by the Native American Indians from the San Fernando Mission, it is the second oldest adobe in the city of Los Angeles. It has been associated with familes and personages who occupied the area during the Mexican-American War.",,/files/uploadedfiles/952795ec-8735-443c-b11f-76f349465b01.jpg,,,"GEOMETRYCOLLECTION (MULTIPOLYGON (((-118.4666639124417 34.26852594698374, -118.466637185471 34.26858815252547, -118.4665964793541 34.26867791840881, -118.4665915328506 34.26868711545586, -118.4665554478186 34.26874501536104, -118.4665181681294 34.26880237027849, -118.4664796608368 34.26885920781308, -118.4664452459223 34.26890800570268, -118.4664125296537 34.26895278510541, -118.4663708358791 34.2690080410981, -118.4663280133292 34.26906269688583, -118.4662840285974 34.26911669763804, -118.4662389149343 34.26917007070451, -118.4651785563113 34.2689567355189, -118.4640365901873 34.26872713403532, -118.4642137659071 34.26811977366215, -118.4642375729868 34.26803812473049, -118.4646414308493 34.26811934225397, -118.465379530235 34.2682677243213, -118.4666639124417 34.26852594698374))))",1834-01-01,Built Date,1S,Adobe,,,,,,National Register of Historic Places
a417391f-7def-4c69-8bd0-94d1aa0d5872,,,,,,,,,,,,,,,,,,,,,,,,Property Identification Number,,210B145   467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a417391f-7def-4c69-8bd0-94d1aa0d5872,,,,,,,,,,,,,,,,,,,,,,,,House ID,,1067093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a417391f-7def-4c69-8bd0-94d1aa0d5872,,,,,,,,,,,,,,,,,,,,,,,,Los Angeles Historic Cultural Monument Number,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a417391f-7def-4c69-8bd0-94d1aa0d5872,,,,,,,,,,,,,,,,,,,,,,,,National Register of Historic Places Reference Number,,66000211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a417391f-7def-4c69-8bd0-94d1aa0d5872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Romulo Pico Adobe,Alternative,,,,,,,,,,,,,,,,,,,,
a417391f-7def-4c69-8bd0-94d1aa0d5872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA Historic-Cultural Monument No. 7,Los Angeles Historic Cultural Monument,,,,,,,,,,,,,,,,,,,,
a417391f-7def-4c69-8bd0-94d1aa0d5872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ranchito Romulo,Alternative,,,,,,,,,,,,,,,,,,,,
a417391f-7def-4c69-8bd0-94d1aa0d5872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Romulo Pico Adobe (Ranchito Romulo),National Register of Historic Places,,,,,,,,,,,,,,,,,,,,
a417391f-7def-4c69-8bd0-94d1aa0d5872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Romulo Pico Adobe (Ranchito Romulo),California Register of Historic Resources,,,,,,,,,,,,,,,,,,,,
a4b34386-ec5d-4d37-b4eb-bc1218bb922e,Primary,Brentwood - Pacific Palisades Community Plan Area,Community Plan Area,,,,,,,,,,,,,2014-08-06,"The property meets the criteria for HCM designation because it reflects 'the broad cultural, political, economic or social history of the nation, state, or community,' for its association with the Case Study House program (1945-1966), which profoundly influenced mid-twentieth century residential design. Sponsored by John Entenza's Arts & Architecture magazine, the Case Study Houses were experiments in residential architecture designed to help meet the demands of the postwar housing boom. Leading architects were commissioned to create model residences using inexpensive materials and innovative design. The property is a National Historic Landmark and meets Criterion A for National Register designation for similar reasons.",Primary,,,,,,Processing ID,,HCM-381,,"""Residential-Single Family, House""",,,,Historic,,,,,,,,,,,"Eames House, Studio and Grounds",Primary,1949-01-01,,203 N CHAUTAUQUA BLVD,,"The property meets the criteria for HCM designation because it reflects +Ã³GÃ©Â¼+Ã´the broad cultural, political, economic or social history of the nation, state, or community,+Ã³GÃ©Â¼-Â¥ for its association with the Case Study House program (1945-1966), which profoundly influenced mid-twentieth century residential design. Sponsored by John Entenza's Arts & Architecture magazine, the Case Study Houses were experiments in residential architecture designed to help meet the demands of the postwar housing boom. Leading architects were commissioned to create model residences using inexpensive materials and innovative design. The property is a National Historic Landmark and meets Criterion A for National Register designation for similar reasons.",,,,,"GEOMETRYCOLLECTION (MULTIPOLYGON (((-118.5190199223739 34.02928741067507, -118.5192236698074 34.02904466492738, -118.51964529439 34.02932580155601, -118.5196835482756 34.02934737273985, -118.5196253031406 34.02978975964763, -118.5197093087611 34.02982314219639, -118.5197020708375 34.02982685553217, -118.5196945379285 34.02983089988462, -118.5196871045416 34.02983502624506, -118.5196797378435 34.02983926223377, -118.5196725038416 34.02984360756658, -118.5196653365287 34.02984806252768, -118.5196582357341 34.02985259963888, -118.5196512678062 34.02985727357247, -118.5196443994002 34.02986202951413, -118.5196375975125 34.02986686760593, -118.5196309283209 34.029871815042, -118.5196243588218 34.02987687196439, -118.5196178888446 34.02988201089488, -118.5196115185598 34.02988725931177, -118.5196052808004 34.02989258959472, -118.519599142563 34.02989800188592, -118.519593136851 34.02990349604324, -118.5195872308316 34.02990909968697, -118.5195814573376 34.02991478519691, -118.5195757833656 34.02992055271511, -118.5195702417483 34.02992637462133, -118.5195648328273 34.02993230587196, -118.5195595234282 34.02993831913094, -118.519554346384 34.02994438677793, -118.5195493018654 34.02995053629127, -118.5195443898724 34.02995676767093, -118.5195396102343 34.02996305343868, -118.5195349961256 34.02996942093075, -118.5195304813682 34.02997584295299, -118.5195260989659 34.0299823193634, -118.5195218490893 34.02998887764019, -118.5195177645714 34.02999549016317, -118.5195147592801 34.03000050426321, -118.5193501884099 34.03028072814029, -118.5193427236495 34.03026850635992, -118.519173891254 34.03019980523815, -118.5190545698326 34.02979713521761, -118.5188323143032 34.02943356006447, -118.5189338668798 34.02935444451691, -118.5190199223739 34.02928741067507))))",1949-01-01,Built Date,1S,"""Modern, Mid-Century""",,,,,,National Register of Historic Places
a4b34386-ec5d-4d37-b4eb-bc1218bb922e,,,,,,,,,,,,,,,,,,,,,,,,Property Identification Number,,123B129   862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4b34386-ec5d-4d37-b4eb-bc1218bb922e,,,,,,,,,,,,,,,,,,,,,,,,House ID,,895263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4b34386-ec5d-4d37-b4eb-bc1218bb922e,,,,,,,,,,,,,,,,,,,,,,,,Los Angeles Historic Cultural Monument Number,,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4b34386-ec5d-4d37-b4eb-bc1218bb922e,,,,,,,,,,,,,,,,,,,,,,,,National Register of Historic Places Reference Number,,6000978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4b34386-ec5d-4d37-b4eb-bc1218bb922e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case Study House #8,Alternative,,,,,,,,,,,,,,,,,,,,
a4b34386-ec5d-4d37-b4eb-bc1218bb922e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA Historic-Cultural Monument No. 381,Los Angeles Historic Cultural Monument,,,,,,,,,,,,,,,,,,,,
a4b34386-ec5d-4d37-b4eb-bc1218bb922e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eames House (Case Study House #8),National Historic Landmark,,,,,,,,,,,,,,,,,,,,
a4b34386-ec5d-4d37-b4eb-bc1218bb922e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case Study House #8,National Register of Historic Places,,,,,,,,,,,,,,,,,,,,
a4b34386-ec5d-4d37-b4eb-bc1218bb922e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1S,,,,,,,
a4b34386-ec5d-4d37-b4eb-bc1218bb922e,,,,,,,,,,,,,,,,2014-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4b34386-ec5d-4d37-b4eb-bc1218bb922e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949-01-01,1988-12-31,,,,,,,,,,,,,,,,,,
a4b34386-ec5d-4d37-b4eb-bc1218bb922e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The property meets the criteria for HCM designation because it is identified with 'historic personages,+Ã³GÃ©Â¼-Â¥ as the residence of the celebrated husband-and-wife artists Charles and Ray Eames. The couple moved into the house in 1949 and resided there for the rest of their lives; Charles died in 1978, Ray in 1988.",,,,,,,,,,,,,,,
a4b34386-ec5d-4d37-b4eb-bc1218bb922e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1S,,,,,,,
a4b34386-ec5d-4d37-b4eb-bc1218bb922e,,,,,,,,,,,,,,,,2014-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4b34386-ec5d-4d37-b4eb-bc1218bb922e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949-01-01,,,,,,,,,,,,,,,,,,,
a4b34386-ec5d-4d37-b4eb-bc1218bb922e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The property meets the criteria for HCM designation because it embodies the 'distinguishing characteristics of an architectural-type specimen, inherently valuable for a study of a period style or method of construction,' as an example of Mid-Century Modern architecture. It is also associated with the 'notable work of a master builder, designer, or architect,' as a work by master architect Charles Eames. The property is a National Historic Landmark and meets Criterion C for National Register designation for similar reasons.",,,,,,,,,,,,,,,
