ResourceID,Address Type,Administrative Subdivision Name,Administrative Subdivision Type,Ancilary Feature To Date,Ancillary Feature Cultural Period,Ancillary Feature From Date,Ancillary Feature Type,Cadastral Reference,Component Type,Condition Description,Condition Image,Condition Type,Construction Technique,Date Condition Assessed,Description,Description Type,Designation or Protection From Date,Designation or Protection To Date,Disturbance Type,End Date of Existence,End Date Type,External Identifier Type,External Source,External XRef,Geometry Qualifier,Heritage Resource Type,Heritage Resource Type Cultural Period,Heritage Resource Type From Date,Heritage Resource Type To Date,Keyword,Management Recommendation,Material,Measurement Type,Measurement Unit,Measurement Value,Modification Date,Modification Description,Modification Type,Name,Name Type,Place Address,Place Description,Recommendation Type,Reference Image,Resource Type Classification,Setting Type,Spatial Coordinates Geometry,Start Date of Existence,Start Date Type,Style,Style Cultural Period,Style From Date,Style To Date,Threat Type,Type of Designation or Protection
5af08af9-d03f-4e70-8ea3-6de278eb6995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV56_TMP_drawing_1.jpg,,,,,,,,,,,
5af08af9-d03f-4e70-8ea3-6de278eb6995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV 56,Primary,,,,,,,,,,,,,,,
5e19ec8d-8675-4dfe-999a-f05196c0822b,,,,,,,,,,,,,,,"This tomb is entered through a long ramp (A) leading into chamber (C) with two constructed pillars and a side chamber (I) to the east. On axis with the entrance, a stepped ramp runs through a small intermediate chamber (E), leading into the vaulted burial chamber (G) which originally contained two constructed pillars, one of which has since collapsed. A later pit (J) which continues to a small lower chamber (K) was cut into the burial chamber floor. Remains of mud brick walls survive to the east of doorway (D). A similar construction at doorway (B) once existed but is no longer extant. <br>The ramp and chambers are cut out of highly weathered marl as found in other adjacent tombs on the northern side of the valley, but above the tomb entrance the paleofan conglomerate layer is largely missing and was likely removed in recent decades. <br>Generally, the interior rock quality was good, allowing the tomb walls to be cut fairly straight. However, infilling with rock shards and plaster was still needed in localized areas. The walls were prepared with two layers of plaster including an earthen-based lower layer followed by a very thin upper plaster layer. Floors are roughly cut throughout the tomb and may be unfinished. <br>Extensive raised relief painted plaster survives throughout the tomb in fragmentary condition. This also includes remnants of plaster on walls of ramp (A) and small areas of painted plaster on both sides of doorway (B). <br>There is fire-related blackening and heat-related deterioration, though the overall blackening is not as severe as in other tombs. <br>The tomb was constructed in the 19th dynasty for a princess but was later usurped by Queen Duatentipet in the 20th dynasty. This is evidenced by the replacement of the existing titles of  princess with the Queen's title to reflect the new occupier (Leblanc and Abdel-Rahman 1991, 159-164). During the 22nd and 23rd dynasties, the tomb was reused as a communal burial and pit (J) was cut. Remnants of mud brick walls were recorded by CNRS in 1985 on doorway (B). <br>and on the east jamb of doorway (D), though the former is no longer extant. Both were built as later additions in the Roman period (Leblanc 1991). The tomb has been accessible at least since the time of R. Hay of Linplum (1826) who noted that the tomb was full of burned bones and pottery and described the painted figures as, 'not so well executed' (Thomas 1966, p. 218). J. F. Champollion mentions damage of the wall painting caused by fire. TMP drawings record chamber (K) as being 'filled with bones and debris' (TMP 1981). The tomb was most recently cleared by the French in 1984, and between 1987-88. <br>Currently the tomb is not open to visitation. Entrance doorway (B) has been partially rebuilt with a fired-brick lintel and has a metal grill door without mesh. <br>There is evidence of bat activity in this tomb, but no bats were sighted during the assessment period.",Primary,,,,,,,,,access point,Chamber Tomb,REIGN OF RAMESES IV,,,,,,,,,,,,Tomb of Duatentipet,Alternative,,"QV 74 is located on the northern side of the main wadi, at the lower end and excavated from the marl of the lower part of Member I.",,/files/uploadedfiles/QV74_TMP_drawing_2.jpg,Archaeological Site Element,,GEOMETRYCOLLECTION (POINT (32.593349292529 25.72792587485932)),-1279~/-1212~,Built Date,,,,,,
5e19ec8d-8675-4dfe-999a-f05196c0822b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV74_image_1.jpg,,,,,,,,,,,
5e19ec8d-8675-4dfe-999a-f05196c0822b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV74_image_2.jpg,,,,,,,,,,,
5e19ec8d-8675-4dfe-999a-f05196c0822b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV74_image_3.jpg,,,,,,,,,,,
5e19ec8d-8675-4dfe-999a-f05196c0822b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV74_TMP_drawing_1.jpg,,,,,,,,,,,
5e19ec8d-8675-4dfe-999a-f05196c0822b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV74_image_5.jpg,,,,,,,,,,,
5e19ec8d-8675-4dfe-999a-f05196c0822b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV74_image_4.jpg,,,,,,,,,,,
5e19ec8d-8675-4dfe-999a-f05196c0822b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV 74,Primary,,,,,,,,,,,,,,,
5e19ec8d-8675-4dfe-999a-f05196c0822b,,,,,,,,,,,,,,,,,,,,,,,,,,Chamber Tomb,22ND DYNASTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e19ec8d-8675-4dfe-999a-f05196c0822b,,,,,,,,,,,,,,,,,,,,,,,,,,Chamber Tomb,REIGN OF RAMESES II,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e19ec8d-8675-4dfe-999a-f05196c0822b,,,,,,,,,,,,,,,,,,,,,,,,,,Chamber Tomb,23RD DYNASTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e19ec8d-8675-4dfe-999a-f05196c0822b,,,,,,,,,,,,,,,,,,,,,,,,,,Chamber Tomb,GRAECO-ROMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62125f44-1a5a-4191-b4da-c9dad20425f5,,,,,,,,,,,,,,,"This tomb is entered through a steep ramp (A), leading into pillared chamber (C), where only the base of one pillar remains. There are two side chambers (E) and (G) which branch out to the west and east sides of chamber (C), and an opening to small lower chamber (M) in the southwest corner, thought to be a later addition. Chamber (C) leads to burial chamber (I) and a rear niche (K) on axis with the tomb entrance. A sunken pit in the center of the burial chamber accommodated the sarcophagus. There is also a smaller pit to the west. Three small magical niches exist on the north, west and east walls of the burial chamber. <br>The marl into which the ramp is cut is tilted and heavily weathered and jointed. The bedrock is covered by a thin debris fan (paleofanglomerate) containing loosely cemented large boulders, similar to the other adjacent tombs in the north side of the valley. Burial chamber (I) and niche (K) provide an indication of the condition of the rock in this tomb as they are the only rooms with exposed rock. In general, the tomb does not present any major structural concerns. <br>Generally, the poor quality of the rock in this tomb required packing of walls with plaster and stone shards in order to create a flat surface for the decoration. Evidence of this packing of walls is now only visible in side chamber (E) as most of the other tomb walls and ceilings in the upper chambers have been repaired with large, modern plaster fills. The walls were then finished with a thick leveling plaster and an upper, lighter-colored plaster. <br>Fragmentary areas of raised relief painted plaster survive on the ceiling and upper parts of walls throughout the tomb except for rear niche (K) that was not decorated. There are fire-related damages in this tomb. The extent of blackening and heat-related damages is different from chamber to chamber. <br>This tomb has been accessible since the time of R. Hay of Linplum (1826). K. R. Lepsius (1844) describes the tomb as much destroyed and noted a piece of granite sarcophagus in the burial chamber (I). E. Thomas visited the tomb in the 1950's and observed chamber (C) and side chambers (E, G) substantially free of debris. She noted that the clearance of chamber (I) of debris would probably reveal the four magical brick niches and the sarcophagus fragments (Thomas 1966, 217). Thomas also records a small pit (chamber M) in chamber (C) as a later addition. The tomb was most recently cleared by the CNRS team in 1971-1972. <br>Currently the tomb is not open to visitation. There is a reconstructed doorway with a metal grill door without mesh. <br>There is evidence of bat activity and birds were seen roosting on the entrance door during the tomb inspection.",Primary,,,,,,,,,access point,Chamber Tomb,REIGN OF RAMESES II,,,,,,,,,,,,Tomb of Merytamen,Alternative,,"QV 68 is located on the northern side of the main wadi, at the lower end and excavated from the marl of the lower part of Member I.",,/files/uploadedfiles/QV68_TMP_drawing_2.jpg,Archaeological Site Element,,GEOMETRYCOLLECTION (POINT (32.59291022838288 25.72794038597773)),-1279~/-1212~,Built Date,,,,,,
62125f44-1a5a-4191-b4da-c9dad20425f5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV68_image_3.jpg,,,,,,,,,,,
62125f44-1a5a-4191-b4da-c9dad20425f5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV68_image_4.jpg,,,,,,,,,,,
62125f44-1a5a-4191-b4da-c9dad20425f5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV68_image_2.jpg,,,,,,,,,,,
62125f44-1a5a-4191-b4da-c9dad20425f5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV68_image_1.jpg,,,,,,,,,,,
62125f44-1a5a-4191-b4da-c9dad20425f5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV68_TMP_drawing_1.jpg,,,,,,,,,,,
62125f44-1a5a-4191-b4da-c9dad20425f5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV 68,Primary,,,,,,,,,,,,,,,
62b23efd-dc5e-4a93-bb1c-439db82c0dcd,,,,,,,,,,,,,,,"QV 20 has two long chambers side by side with an original connecting passageway now almost illegible because of partial collapse of the interior wall and related rock fall. The deep shaft has well cut handholds on one side. The shaft has a built masonry surround with cement plaster, spanned by metal grills with torn mesh. <br>E. Thomas described QV 20 as one of the largest tombs with a large, well cut shaft, and probable royal association. She assumes Schiaparelli began working there, since she found few potsherds.  The Franco-Egyptian team last cleared the tomb in 1986. During the course of their efforts, they noted that the precarious state of the walls and ceiling in the tomb prevented them from systematically clearing it in its entirety.",Primary,,,,,,,,,access point,Shaft Graves (Tomb),18TH DYNASTY,,,,,,,,,,,,Tomb of Anonymous,Alternative,,"QV 20 is located on the south side of the main wadi, along the principal visitor path, and partially underlies QV 19.",,/files/uploadedfiles/QV20_TMP_drawing_1.jpg,Archaeological Site Element,,GEOMETRYCOLLECTION (POINT (32.59319007150825 25.72752169963314)),-1550~/-1295~,Built Date,,,,,,
62b23efd-dc5e-4a93-bb1c-439db82c0dcd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV20_image_3.jpg,,,,,,,,,,,
62b23efd-dc5e-4a93-bb1c-439db82c0dcd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV20_image_1.jpg,,,,,,,,,,,
62b23efd-dc5e-4a93-bb1c-439db82c0dcd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV20_image_2.jpg,,,,,,,,,,,
62b23efd-dc5e-4a93-bb1c-439db82c0dcd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV 20,Primary,,,,,,,,,,,,,,,
63187927-9b42-4383-b7b8-c2f3cfc0ba7d,,,,,,,,,,,,,,,"QV 89, 90 and 91 may have been first explored by Daressy in 1901, at which point they were already open. While his description of the tomb locations is imprecise, it is clear that he entered at least one shaft tomb at the head of the Valley of the Three Pits and discovered archaeological material dating stylistically to the 25th or 26th Dynasty. The Turin Museum mission later described all three tombs.",Primary,,,,,,,,,access point,Shaft Graves (Tomb),18TH DYNASTY,,,,,,,,,,,,QV 91,Primary,,"QV 89, 90 and 91 are located further north than the tombs QV A-L in the Valley of the Three Pits.",,/files/uploadedfiles/QV91_image_1.jpg,Archaeological Site Element,,GEOMETRYCOLLECTION (POINT (32.59783485477394 25.73176542902098)),-1550~/-1295~,Built Date,,,,,,
63187927-9b42-4383-b7b8-c2f3cfc0ba7d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomb of Anonymous,Alternative,,,,,,,,,,,,,,,
648a7a75-f8ec-46b3-b32a-215e36c022ea,,,,,,,,,,,,,,,"The entrance to QV 12 is in front of QV 16 with a cement-coated masonry surround and no protective metal grill or mesh. <br>The shaft tomb was recorded by E. Thomas as adjoining QV 11, although she questions whether the opening is original. The tomb was last cleared by the Franco-Egyptian team in 1986-7. Given the nature of the archaeological material, the individual originally interred in the tomb was likely of an elevated rank.",Primary,,,,,,,,,access point,Shaft Graves (Tomb),REIGN OF THUTMOSIS II,,,,,,,,,,,,Tomb of Anonymous,Alternative,,"QV 12 lies on the south side of the wadi along the main paved path, adjacent to QV 11, which it adjoins through the southeast corner of the chamber.",,/files/uploadedfiles/QV12_image_1.jpg,Archaeological Site Element,,GEOMETRYCOLLECTION (POINT (32.59348808809856 25.72763520559964)),-1492~/-1479~,Built Date,,,,,,
648a7a75-f8ec-46b3-b32a-215e36c022ea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV12_image_2.jpg,,,,,,,,,,,
648a7a75-f8ec-46b3-b32a-215e36c022ea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV12_image_3.jpg,,,,,,,,,,,
648a7a75-f8ec-46b3-b32a-215e36c022ea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV 12,Primary,,,,,,,,,,,,,,,
648a7a75-f8ec-46b3-b32a-215e36c022ea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV12_TMP_drawing_1.jpg,,,,,,,,,,,
6695b69f-34ca-4b5a-b679-f5984e088859,,,,,,,,,,,,,,,"The tomb is entered through ramp (A) leading into the main chamber (C). Two side chambers, (G) and (E), on axis with each other, lie to the north and south of chamber (C), on the eastern side. The west wall has two prominent openings allowing access to adjacent QV 37.  <br>The tomb, like its neighbors, is cut into an area of tilted rock with adjacent beds of marl and shale in the lowermost part of Member I.  This tilt is particularly evident in QV36 because of a layer of chert running diagonally throughout chamber (C).  Jointing is visible perpendicular to this chert band.  Shale is also present at the base of the north wall of side chamber (E). Similar to QV 34, joint distortion due to prior soil creep is visible along west wall of entryway (B).  A major fracture running laterally (E-W) through the main chamber is similar to that found in adjacent QV 34. <br>Only small areas of raised relief painting survive in main chamber (C), concentrated mainly on the upper half of the south wall.  There is almost no painting surviving on the east and west walls and only fragmentary areas around doorway (D) on the north wall.  There is partial survival of areas of the ceiling which was originally plastered and finished with a black wash.  Rear chamber (G) has substantial amounts of carved but unpainted plaster; the ceiling in this chamber was never plastered.  <br>Walls in main chamber (C) were generally well cut, as the marl is relatively compact and has good carving properties, despite the diagonal fissuring in it, and red masons marks are still visible on the stone in areas.  However, there were other areas that required significant amounts of infill material in order to create a flat surface for the final decoration, due to the localized more friable nature of the rock. <br>The tomb was discovered and excavated by the Italian mission led by Schiaparelli in 1903-4 and most recently cleared by the Franco-Egyptian team in 1985.  Elizabeth Thomas likens the tomb's layout to those of 33, 38 and 40 and notes that the plan was probably altered once adjacent QV 37 was discovered.  Thomas additionally notes that the condition of QV 36 is far better than that of neighbors QV 31 and QV 33 and that the ceiling was washed in black. <br>Currently the tomb has no means of being closed and is not officially open to visitation.  A low rubble wall in the entrance (B) is used as a deterrent to visitors. Access is also possible for animals through QV 37. Bats were noted in 2007 and 2008.",Primary,,,,,,,,,access point,Chamber Tomb,REIGN OF SETI I,,,,,,,,,,,,QV 36,Primary,,QV 36 lies halfway up the slope on the south side of the wadi.,,/files/uploadedfiles/QV36_image_2.jpg,Archaeological Site Element,,GEOMETRYCOLLECTION (POINT (32.59264082925002 25.72698367131234)),-1294~/-1279~,Built Date,,,,,,
6695b69f-34ca-4b5a-b679-f5984e088859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV36_image_1.jpg,,,,,,,,,,,
6695b69f-34ca-4b5a-b679-f5984e088859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV36_image_3.jpg,,,,,,,,,,,
6695b69f-34ca-4b5a-b679-f5984e088859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV36_image_6.jpg,,,,,,,,,,,
6695b69f-34ca-4b5a-b679-f5984e088859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV36_TMP_drawing_2.jpg,,,,,,,,,,,
6695b69f-34ca-4b5a-b679-f5984e088859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV36_image_4.jpg,,,,,,,,,,,
6695b69f-34ca-4b5a-b679-f5984e088859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV36_image_5.jpg,,,,,,,,,,,
6695b69f-34ca-4b5a-b679-f5984e088859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV36_TMP_drawing_1.jpg,,,,,,,,,,,
6695b69f-34ca-4b5a-b679-f5984e088859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomb of Anonymous Princess,Alternative,,,,,,,,,,,,,,,
66a72639-7e05-419e-a80e-a5522cb76773,,,,,,,,,,,,,,,"This tomb is entered through a steep, stepped ramp (A) leading into first pillared chamber (C) with both pillars no longer extant. Two side chambers lie to the east (G) and west (E). Below side chamber (E) is a lower chamber (N) which had a barrel-vaulted ceiling, now collapsed. Chamber (N) is  accessible through stepped ramp (M) located in the southwest corner of chamber (C). A small stepped ramp (H), on axis with entrance ramp (A), leads to burial chamber (J) with a large rear niche (L) to the north. A sunken pit in the center of the chamber (J) accommodated the sarcophagus; rock-cut benches line the north and south walls; the south bench is in two parts with a shallow pit dug in-between. There are small magical brick niches in each wall of the burial chamber (J). <br>Ramp (A) is cut into heavily weathered marl of the lower part of Member I, similar to the adjacent tombs on the north side of the valley. Above the marl of the entrance, a layer of debris fan conglomerate containing large boulders is present, similar to the adjacent tombs. There is a substantial amount of surviving original plaster on the ramp walls. <br>Rock in this tomb is generally of good quality so it did not require a substantial amount of packing of wall surfaces as seen in many other tombs in the valley. However, a notably thick plaster stratigraphy was still used, which included a lower, earth-based layer. This was followed by a thin lighter-colored upper plaster layer. An additional third plaster layer is visible, but only in some areas. Doorways were constructed from stone rubble and covered with a thick application of plaster. The ceiling of chamber (C), unlike the walls, was left irregular but was still plastered and painted with stars. The floor is roughly cut in side chambers (G, E). <br>There is extensive surviving decoration on the walls and ceiling of tomb QV 71, though the raised relief decoration exhibits severe fire-related blackening and heat damage. <br>The tomb was reused in the Third Intermediate Period and probably again during the Roman period for burial since a terracotta sarcophagus is recorded in the tomb by R. Hay of Linplum. The base of the wall in the burial chamber looks to have been replastered in antiquity which may also indicate later reuse of the tomb. <br>The tomb has been accessible at least since the time of Hay of Linplum (1826) who noted that the access to chamber (N) could not be located as the vaulted ceiling had collapsed. Most recently the tomb was cleared by the CNRS French team in 1971-72. There are trays of wall plaster fragments stored in chamber (C) which appear to be from QV 66 and from other unknown locations. Discarded carpets also from QV 66 are piled up on the floor of the tomb which still conceals some mummy remains. TMP noted that the central part of the ceiling of chamber (C) partly collapsed during original construction and was then plaster and painted. <br>Doorway (B) has been reconstructed out of fired brick and cement with a metal grill door with no mesh.  A small area of painting survives on the door jamb. <br>Currently the tomb is not open to visitation. Evidence of bat activity includes extensive droppings on the floor throughout the tomb as well as white crystalline deposits. A bird nest was seen on west jamb of doorway (H). A substantial number of insect nests also exist.",Primary,,,,,,,,,access point,Chamber Tomb,GRAECO-ROMAN,,,,,,,,,,,,Tomb of Bentanat,Alternative,,"QV 71 is located on the northern side of the main wadi, at the lower end and excavated from the marl of the lower part of Member I.",,/files/uploadedfiles/QV71_image_2.jpg,Archaeological Site Element,,GEOMETRYCOLLECTION (POINT (32.59309974919383 25.72794079681686)),-1279~/-1212~,Built Date,,,,,,
66a72639-7e05-419e-a80e-a5522cb76773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV71_TMP_drawing_1.jpg,,,,,,,,,,,
66a72639-7e05-419e-a80e-a5522cb76773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV71_image_3.jpg,,,,,,,,,,,
66a72639-7e05-419e-a80e-a5522cb76773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV71_image_5.jpg,,,,,,,,,,,
66a72639-7e05-419e-a80e-a5522cb76773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV71_TMP_drawing_2.jpg,,,,,,,,,,,
66a72639-7e05-419e-a80e-a5522cb76773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV71_image_1.jpg,,,,,,,,,,,
66a72639-7e05-419e-a80e-a5522cb76773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV 71,Primary,,,,,,,,,,,,,,,
66a72639-7e05-419e-a80e-a5522cb76773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV71_image_4.jpg,,,,,,,,,,,
66a72639-7e05-419e-a80e-a5522cb76773,,,,,,,,,,,,,,,,,,,,,,,,,,Chamber Tomb,THIRD INTERMEDIATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66a72639-7e05-419e-a80e-a5522cb76773,,,,,,,,,,,,,,,,,,,,,,,,,,Chamber Tomb,REIGN OF RAMESES II,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67eecc06-1b6e-4fcc-950f-60cb536a4058,,,,,,,,,,,,,,,"This tomb is entered through a stepped ramp (A) leading to first chamber (B) with three side chambers (D, F, H). Chamber (D) and (F) are located to the north of chamber (B) and parallel to each other. A doorway (G) in the east of the chamber (B) continues to a larger chamber (H). A niche or unfinished small chamber (J) is located in the east rear wall of chamber (H).<br>The tomb is cut from the tilted marl block found on the north side of the valley, and is oriented in a north-south axis deep below the surface, similar to QV 80 and QV 66. The tomb, located low in the main wadi, does not exhibit any major structural problems or substantial recent rock loss, but there are major fractures running through all four chambers in different directions. As the tomb is currently used for storage, modern doors have been installed in three of the chamber doorways (C), (E) and (G), with door surrounds constructed of fired brick.<br>Walls and ceilings are blackened throughout the tomb. Small areas of mouna plaster remain in chamber (B) and doorway (C) and a hieratic inscription survives on the plaster in chamber (B). <br>This unfinished 19th Dynasty tomb was reused in the Third Intermediate and Roman periods as a burial and was possibly accessible in the Arab period according to C. Leblanc. <br>E. Thomas noted that the tomb appeared to have been accessible for a long period. R. Hay of Linplum (1826) who recorded the tomb as being empty except for some bones and J-F. Champollion (1829) both visited the tomb. Thomas also observed the tomb as being well-cut as indicated by mason's marks still visible in red ink at the tomb entrance and remains of plaster infill on the wall of the entry ramp. <br>Most recently, the tomb was cleared in 1981-83 by CNRS-CEDAE. Currently, the tomb is used as a magazine for archaeological study materials by CNRS containing artifacts from QV and the Ramesseum. Three wooden doors, lighting, and shelving in side chambers (D, F, H) were installed inside the tomb by CNRS. Ramp (A) also has an arched cover, wooden stairs with handrails installed on top of the original stepped ramp, and an exterior metal door without ventilation holes. <br>There is evidence of past bat activities in the tomb but no bats were sighted during the assessment period.",Primary,,,,,,,,,access point,Chamber Tomb,GRAECO-ROMAN,,,,,,,,,,,,Tomb of Anonymous,Alternative,,QV 58 located low in the north side of the main wadi.,,/files/uploadedfiles/QV58_image_1.jpg,Archaeological Site Element,,GEOMETRYCOLLECTION (POINT (32.59244215608804 25.72766124514001)),-1279~/-1212~,Built Date,,,,,,
67eecc06-1b6e-4fcc-950f-60cb536a4058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV58_image_3.jpg,,,,,,,,,,,
67eecc06-1b6e-4fcc-950f-60cb536a4058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV58_TMP_drawing_1.jpg,,,,,,,,,,,
67eecc06-1b6e-4fcc-950f-60cb536a4058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV58_image_2.jpg,,,,,,,,,,,
67eecc06-1b6e-4fcc-950f-60cb536a4058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV 58,Primary,,,,,,,,,,,,,,,
67eecc06-1b6e-4fcc-950f-60cb536a4058,,,,,,,,,,,,,,,,,,,,,,,,,,Chamber Tomb,THIRD INTERMEDIATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67eecc06-1b6e-4fcc-950f-60cb536a4058,,,,,,,,,,,,,,,,,,,,,,,,,,Chamber Tomb,REIGN OF RAMESES II,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6ca2befb-5aec-43ef-b8a4-e77972ba1be8,,,,,,,,,,,,,,,"The shaft of QV 7, which is partially filled with debris, has a cemented masonry surround without metal grill or mesh. The tomb has a primary chamber (B) and what has been interpreted to be part of a second chamber (C), and shown on the plan that follows. <br>E. Thomas recorded that QV 7, 8, 9, and 10 were all similar in plan, though QV 7 had an addition that may have been excavated after the tomb was initially completed. The last clearing of the tomb was conducted by the Franco-Egyptian team in 1985-86.",Primary,,,,,,,,,access point,Shaft Graves (Tomb),18TH DYNASTY,,,,,,,,,,,,QV 07,Primary,,"QV 7 lies on the south side of the main wadi, between the paved visitor path on the wadi floor and the higher footpath to the south.",,/files/uploadedfiles/QV07_image_3.jpg,Archaeological Site Element,,GEOMETRYCOLLECTION (POINT (32.59380508103046 25.72770648080026)),-1550~/-1295~,Built Date,,,,,,
6ca2befb-5aec-43ef-b8a4-e77972ba1be8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV07_TMP_drawing_1.jpg,,,,,,,,,,,
6ca2befb-5aec-43ef-b8a4-e77972ba1be8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV07_image_1.jpg,,,,,,,,,,,
6ca2befb-5aec-43ef-b8a4-e77972ba1be8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomb of Anonymous,Alternative,,,,,,,,,,,,,,,
6ca2befb-5aec-43ef-b8a4-e77972ba1be8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/QV07_image_2.jpg,,,,,,,,,,,
